"country","year","unemployment_rate"
"CHN",2018,4.9
"CHN",2019,5.2
"CHN",2020,5.6
"CHN",2021,5.1
"CHN",2022,5.6
"CHN",2023,5.2
"CHN",2024,5.1
"CHN",2025,5.1
"CHN",2026,5.1
"CHN",2027,5.1
"CHN",2028,5.1
"CHN",2029,5.1
"COL",1980,5.4
"COL",1981,6.6
"COL",1982,7.1
"COL",1983,8.7
"COL",1984,9
"COL",1985,8.7
"COL",1986,7.7
"COL",1987,7.4
"COL",1988,6.5
"COL",1989,6.8
"COL",1990,6.6
"COL",1991,6.4
"COL",1992,5.9
"COL",1993,5
"COL",1994,4.9
"COL",1995,5.6
"COL",1996,7.8
"COL",1997,7.9
"COL",1998,9.7
"COL",1999,13.1
"COL",2000,13.3
"COL",2001,15
"COL",2002,15.6
"COL",2003,14.1
"COL",2004,13.7
"COL",2005,11.8
"COL",2006,12
"COL",2007,11.2
"COL",2008,11.3
"COL",2009,12.2
"COL",2010,12
"COL",2011,11.1
"COL",2012,10.6
"COL",2013,9.9
"COL",2014,9.4
"COL",2015,9.2
"COL",2016,9.6
"COL",2017,9.7
"COL",2018,9.9
"COL",2019,10.9
"COL",2020,16.7
"COL",2021,13.8
"COL",2022,11.2
"COL",2023,10.2
"COL",2024,10.2
"COL",2025,10
"COL",2026,9.8
"COL",2027,9.6
"COL",2028,9.5
"COL",2029,9.4
"IRN",1990,14.2
"IRN",1991,10
"IRN",1992,10
"IRN",1993,10
"IRN",1994,10
"IRN",1995,10
"IRN",1996,9.1
"IRN",1997,11.9
"IRN",1998,13.6
"IRN",1999,15.8
"IRN",2000,16
"IRN",2001,16.6
"IRN",2002,12.2
"IRN",2003,11.3
"IRN",2004,12.3
"IRN",2005,11.5
"IRN",2006,11.3
"IRN",2007,10.5
"IRN",2008,10.4
"IRN",2009,11.9
"IRN",2010,13.5
"IRN",2011,12.3
"IRN",2012,12.1
"IRN",2013,10.4
"IRN",2014,10.6
"IRN",2015,11
"IRN",2016,12.4
"IRN",2017,12.1
"IRN",2018,12.1
"IRN",2019,10.7
"IRN",2020,9.6
"IRN",2021,9.2
"IRN",2022,9
"IRN",2023,8.1
"IRN",2024,8
"IRN",2025,8.4
"IRN",2026,8.8
"IRN",2027,9
"IRN",2028,9
"IRN",2029,9
"CRI",1980,5.9
"CRI",1981,8.8
"CRI",1982,9.4
"CRI",1983,9.2
"CRI",1984,5.4
"CRI",1985,6.8
"CRI",1986,6.2
"CRI",1987,5.6
"CRI",1988,5.5
"CRI",1989,3.8
"CRI",1990,4.6
"CRI",1991,5.5
"CRI",1992,4.1
"CRI",1993,4.1
"CRI",1994,4.2
"CRI",1995,5.2
"CRI",1996,6.2
"CRI",1997,5.7
"CRI",1998,5.6
"CRI",1999,6
"CRI",2000,5.2
"CRI",2001,6.1
"CRI",2002,6.4
"CRI",2003,6.7
"CRI",2004,6.5
"CRI",2005,6.6
"CRI",2006,6
"CRI",2007,4.6
"CRI",2008,4.9
"CRI",2009,7.8
"CRI",2010,9.2
"CRI",2011,10.5
"CRI",2012,9.8
"CRI",2013,8.3
"CRI",2014,9.7
"CRI",2015,9.6
"CRI",2016,9.5
"CRI",2017,9.3
"CRI",2018,12
"CRI",2019,12.4
"CRI",2020,20
"CRI",2021,13.7
"CRI",2022,11.7
"CRI",2023,7.3
"CRI",2024,8.3
"CRI",2025,8.7
"CRI",2026,9
"CRI",2027,9
"CRI",2028,9
"CRI",2029,9
"HRV",1991,13.2
"HRV",1992,15.3
"HRV",1993,14.8
"HRV",1994,14.5
"HRV",1995,14.5
"HRV",1996,10
"HRV",1997,9.9
"HRV",1998,11.6
"HRV",1999,18.6
"HRV",2000,20.6
"HRV",2001,21.5
"HRV",2002,21.8
"HRV",2003,19.1
"HRV",2004,17.8
"HRV",2005,17.6
"HRV",2006,16.5
"HRV",2007,14.7
"HRV",2008,13
"HRV",2009,14.5
"HRV",2010,17.2
"HRV",2011,17.4
"HRV",2012,18.6
"HRV",2013,19.8
"HRV",2014,19.3
"HRV",2015,17.1
"HRV",2016,15
"HRV",2017,12.4
"HRV",2018,9.9
"HRV",2019,7.8
"HRV",2020,9
"HRV",2021,8.1
"HRV",2022,6.8
"HRV",2023,6.2
"HRV",2024,5.6
"HRV",2025,5.5
"HRV",2026,5.5
"HRV",2027,5.5
"HRV",2028,5.5
"HRV",2029,5.5
"CYP",1982,2.8
"CYP",1983,3.3
"CYP",1984,3.3
"CYP",1985,3.3
"CYP",1986,3.7
"CYP",1987,3.4
"CYP",1988,2.8
"CYP",1989,2.3
"CYP",1990,1.8
"CYP",1991,3
"CYP",1992,1.8
"CYP",1993,2.7
"CYP",1994,2.7
"CYP",1995,2.6
"CYP",1996,3.1
"CYP",1997,3.4
"CYP",1998,3.4
"CYP",1999,3.6
"CYP",2000,4.8
"CYP",2001,3.9
"CYP",2002,3.5
"CYP",2003,4.1
"CYP",2004,4.6
"CYP",2005,5.3
"CYP",2006,4.6
"CYP",2007,3.9
"CYP",2008,3.7
"CYP",2009,5.3
"CYP",2010,6.3
"CYP",2011,7.9
"CYP",2012,11.8
"CYP",2013,15.9
"CYP",2014,16.1
"CYP",2015,14.9
"CYP",2016,13
"CYP",2017,11.1
"CYP",2018,8.4
"CYP",2019,7.1
"CYP",2020,7.6
"CYP",2021,7.5
"CYP",2022,6.8
"CYP",2023,6.1
"CYP",2024,5.3
"CYP",2025,5.1
"CYP",2026,5
"CYP",2027,5
"CYP",2028,5
"CYP",2029,5
"CZE",1995,4
"CZE",1996,3.9
"CZE",1997,4.8
"CZE",1998,6.5
"CZE",1999,8.7
"CZE",2000,8.8
"CZE",2001,8.1
"CZE",2002,7.3
"CZE",2003,7.8
"CZE",2004,8.3
"CZE",2005,7.9
"CZE",2006,7.1
"CZE",2007,5.3
"CZE",2008,4.4
"CZE",2009,6.7
"CZE",2010,7.3
"CZE",2011,6.7
"CZE",2012,7
"CZE",2013,6.9
"CZE",2014,6.1
"CZE",2015,5
"CZE",2016,3.9
"CZE",2017,2.9
"CZE",2018,2.2
"CZE",2019,2
"CZE",2020,2.5
"CZE",2021,2.7
"CZE",2022,2.2
"CZE",2023,2.6
"CZE",2024,2.8
"CZE",2025,2.5
"CZE",2026,2.4
"CZE",2027,2.4
"CZE",2028,2.4
"CZE",2029,2.4
"DNK",1980,5.3
"DNK",1981,7.1
"DNK",1982,7.6
"DNK",1983,8.4
"DNK",1984,7.9
"DNK",1985,6.6
"DNK",1986,5
"DNK",1987,5
"DNK",1988,5.7
"DNK",1989,6.8
"DNK",1990,7.2
"DNK",1991,7.9
"DNK",1992,8.6
"DNK",1993,9.5
"DNK",1994,7.7
"DNK",1995,6.8
"DNK",1996,6.3
"DNK",1997,5.2
"DNK",1998,4.9
"DNK",1999,5.1
"DNK",2000,4.3
"DNK",2001,4.5
"DNK",2002,4.6
"DNK",2003,5.4
"DNK",2004,5.5
"DNK",2005,4.8
"DNK",2006,3.9
"DNK",2007,3.6
"DNK",2008,2.7
"DNK",2009,4.8
"DNK",2010,6.1
"DNK",2011,6
"DNK",2012,6.1
"DNK",2013,5.8
"DNK",2014,5
"DNK",2015,4.5
"DNK",2016,4.1
"DNK",2017,4.2
"DNK",2018,3.9
"DNK",2019,3.7
"DNK",2020,4.7
"DNK",2021,3.6
"DNK",2022,2.5
"DNK",2023,2.8
"DNK",2024,2.9
"DNK",2025,3
"DNK",2026,3
"DNK",2027,3
"DNK",2028,3
"DNK",2029,3
"DOM",1991,9.2
"DOM",1992,9.5
"DOM",1993,9.3
"DOM",1994,7.4
"DOM",1995,7.3
"DOM",1996,7.5
"DOM",1997,7.2
"DOM",1998,7.4
"DOM",1999,6.3
"DOM",2000,8
"DOM",2001,9.1
"DOM",2002,8.5
"DOM",2003,8.7
"DOM",2004,7.9
"DOM",2005,8.2
"DOM",2006,7.1
"DOM",2007,6.5
"DOM",2008,6
"DOM",2009,6.8
"DOM",2010,6.5
"DOM",2011,7.6
"DOM",2012,8.4
"DOM",2013,9.2
"DOM",2014,8.5
"DOM",2015,7.3
"DOM",2016,7.1
"DOM",2017,5.5
"DOM",2018,5.7
"DOM",2019,6.2
"DOM",2020,5.8
"DOM",2021,7.4
"DOM",2022,5.3
"DOM",2023,5.3
"DOM",2024,6
"DOM",2025,6
"DOM",2026,6
"DOM",2027,6
"DOM",2028,6
"DOM",2029,6
"ECU",1988,7
"ECU",1989,7.9
"ECU",1990,6.1
"ECU",1991,8.5
"ECU",1992,8.9
"ECU",1993,8.3
"ECU",1994,5.7
"ECU",1995,5.5
"ECU",1996,9
"ECU",1997,7.8
"ECU",1998,10.2
"ECU",1999,13.1
"ECU",2000,7.6
"ECU",2001,9.6
"ECU",2002,7.8
"ECU",2003,10.2
"ECU",2004,7.2
"ECU",2005,7.1
"ECU",2006,6.7
"ECU",2007,6.9
"ECU",2008,6
"ECU",2009,6.5
"ECU",2010,5
"ECU",2011,4.2
"ECU",2012,4.1
"ECU",2013,4.2
"ECU",2014,3.8
"ECU",2015,4.8
"ECU",2016,5.2
"ECU",2017,4.6
"ECU",2018,3.7
"ECU",2019,3.8
"ECU",2020,5.3
"ECU",2021,4.2
"ECU",2022,3.2
"ECU",2023,3.4
"ECU",2024,4.2
"ECU",2025,4
"ECU",2026,3.8
"ECU",2027,3.6
"ECU",2028,3.5
"ECU",2029,3.5
"EGY",1990,8
"EGY",1991,8.8
"EGY",1992,9
"EGY",1993,10.9
"EGY",1994,11.1
"EGY",1995,11.2
"EGY",1996,9.5
"EGY",1997,8.7
"EGY",1998,8
"EGY",1999,7.7
"EGY",2000,9
"EGY",2001,8.8
"EGY",2002,10.1
"EGY",2003,11.3
"EGY",2004,10.5
"EGY",2005,11.5
"EGY",2006,10.9
"EGY",2007,9.2
"EGY",2008,8.7
"EGY",2009,9.4
"EGY",2010,9.2
"EGY",2011,10.4
"EGY",2012,12.4
"EGY",2013,13
"EGY",2014,13.4
"EGY",2015,12.9
"EGY",2016,12.7
"EGY",2017,12.2
"EGY",2018,10.9
"EGY",2019,8.6
"EGY",2020,8.3
"EGY",2021,7.3
"EGY",2022,7.3
"EGY",2023,7.2
"EGY",2024,7.2
"EGY",2025,7.4
"EGY",2026,6.9
"EGY",2027,6.4
"EGY",2028,5.8
"EGY",2029,5.5
"SLV",1988,10.2
"SLV",1989,9.1
"SLV",1990,10
"SLV",1991,8.7
"SLV",1992,9.4
"SLV",1993,10
"SLV",1994,7.8
"SLV",1995,7.7
"SLV",1996,7.8
"SLV",1997,8.1
"SLV",1998,7.4
"SLV",1999,6.5
"SLV",2000,6.8
"SLV",2001,7.1
"SLV",2002,6.4
"SLV",2003,7.1
"SLV",2004,6.9
"SLV",2005,7.3
"SLV",2006,6.7
"SLV",2007,6.4
"SLV",2008,6
"SLV",2009,7.4
"SLV",2010,7.1
"SLV",2011,6.7
"SLV",2012,6.2
"SLV",2013,6
"SLV",2014,7.1
"SLV",2015,7.1
"SLV",2016,7.1
"SLV",2017,7.2
"SLV",2018,6.5
"SLV",2019,6.5
"SLV",2020,7
"SLV",2021,6.3
"SLV",2022,5
"SLV",2023,5.2
"SLV",2024,5.2
"SLV",2025,5.2
"SLV",2026,5.2
"SLV",2027,5.2
"SLV",2028,5.2
"SLV",2029,5.2
"EST",1993,6.5
"EST",1994,7.5
"EST",1995,9.6
"EST",1996,9.9
"EST",1997,9.6
"EST",1998,9.8
"EST",1999,12.2
"EST",2000,14.6
"EST",2001,13
"EST",2002,11.2
"EST",2003,10.3
"EST",2004,10.1
"EST",2005,8
"EST",2006,5.9
"EST",2007,4.6
"EST",2008,5.5
"EST",2009,13.5
"EST",2010,16.7
"EST",2011,12.3
"EST",2012,10
"EST",2013,8.6
"EST",2014,7.4
"EST",2015,6.2
"EST",2016,6.8
"EST",2017,5.8
"EST",2018,5.4
"EST",2019,4.4
"EST",2020,6.8
"EST",2021,6.2
"EST",2022,5.6
"EST",2023,6.4
"EST",2024,7.5
"EST",2025,7.1
"EST",2026,6.8
"EST",2027,6.6
"EST",2028,6.5
"EST",2029,6.5
"FJI",1986,9.6
"FJI",1987,11.9
"FJI",1988,12
"FJI",1989,7.8
"FJI",1990,8.2
"FJI",1991,7.5
"FJI",1992,6.9
"FJI",1993,7.5
"FJI",1994,7.3
"FJI",1995,6.9
"FJI",1996,3.7
"FJI",1997,4.2
"FJI",1998,4.6
"FJI",1999,5.1
"FJI",2000,5.5
"FJI",2001,6
"FJI",2002,6.4
"FJI",2003,6.8
"FJI",2004,7.3
"FJI",2005,7.3
"FJI",2006,7.7
"FJI",2007,8.6
"FJI",2008,8.8
"FJI",2009,8.7
"FJI",2010,7.1
"FJI",2011,7.1
"FJI",2012,6.8
"FJI",2013,6.4
"FJI",2014,6.2
"FJI",2015,5.5
"FJI",2016,5.5
"FJI",2017,4.5
"FJI",2018,4.5
"FJI",2019,4.5
"FJI",2020,13.4
"FJI",2021,9
"FJI",2022,6.5
"FJI",2023,5.5
"FJI",2024,5
"FJI",2025,4.7
"FJI",2026,4.5
"FJI",2027,4.5
"FJI",2028,4.5
"FJI",2029,4.5
"FIN",1980,5.3
"FIN",1981,5.7
"FIN",1982,6.1
"FIN",1983,6.1
"FIN",1984,5.9
"FIN",1985,6
"FIN",1986,6.7
"FIN",1987,4.9
"FIN",1988,4.2
"FIN",1989,3.1
"FIN",1990,3.2
"FIN",1991,6.7
"FIN",1992,11.8
"FIN",1993,16.5
"FIN",1994,16.7
"FIN",1995,15.5
"FIN",1996,14.6
"FIN",1997,12.7
"FIN",1998,11.5
"FIN",1999,10.3
"FIN",2000,9.9
"FIN",2001,9.2
"FIN",2002,9.2
"FIN",2003,9.1
"FIN",2004,8.9
"FIN",2005,8.5
"FIN",2006,7.8
"FIN",2007,7
"FIN",2008,6.4
"FIN",2009,8.3
"FIN",2010,8.5
"FIN",2011,7.9
"FIN",2012,7.8
"FIN",2013,8.3
"FIN",2014,8.8
"FIN",2015,9.6
"FIN",2016,9
"FIN",2017,8.8
"FIN",2018,7.4
"FIN",2019,6.7
"FIN",2020,7.8
"FIN",2021,7.6
"FIN",2022,6.8
"FIN",2023,7.2
"FIN",2024,8.3
"FIN",2025,7.4
"FIN",2026,7.3
"FIN",2027,7.3
"FIN",2028,7.2
"FIN",2029,7.1
"FRA",1980,6.3
"FRA",1981,7.4
"FRA",1982,8.1
"FRA",1983,7.4
"FRA",1984,8.5
"FRA",1985,8.7
"FRA",1986,8.9
"FRA",1987,9.2
"FRA",1988,8.8
"FRA",1989,8.7
"FRA",1990,8.4
"FRA",1991,8.6
"FRA",1992,9.4
"FRA",1993,10.3
"FRA",1994,10.7
"FRA",1995,10.5
"FRA",1996,10.8
"FRA",1997,10.9
"FRA",1998,10.7
"FRA",1999,10.4
"FRA",2000,9.2
"FRA",2001,8.5
"FRA",2002,8.3
"FRA",2003,8.5
"FRA",2004,8.9
"FRA",2005,8.9
"FRA",2006,8.9
"FRA",2007,8
"FRA",2008,7.4
"FRA",2009,9.1
"FRA",2010,9.3
"FRA",2011,9.2
"FRA",2012,9.8
"FRA",2013,10.3
"FRA",2014,10.3
"FRA",2015,10.3
"FRA",2016,10.1
"FRA",2017,9.4
"FRA",2018,9
"FRA",2019,8.4
"FRA",2020,8
"FRA",2021,7.9
"FRA",2022,7.3
"FRA",2023,7.4
"FRA",2024,7.4
"FRA",2025,7.2
"FRA",2026,7.1
"FRA",2027,7
"FRA",2028,6.9
"FRA",2029,6.9
"GEO",1996,12.7
"GEO",1997,7.6
"GEO",1998,12.4
"GEO",1999,12.6
"GEO",2000,10.3
"GEO",2001,11.1
"GEO",2002,13.5
"GEO",2003,12.7
"GEO",2004,13.9
"GEO",2005,15.1
"GEO",2006,15.4
"GEO",2007,17.4
"GEO",2008,17.9
"GEO",2009,18.3
"GEO",2010,27.2
"GEO",2011,27.2
"GEO",2012,26.7
"GEO",2013,26.4
"GEO",2014,23
"GEO",2015,21.9
"GEO",2016,21.7
"GEO",2017,21.6
"GEO",2018,19.2
"GEO",2019,17.6
"GEO",2020,18.5
"GEO",2021,20.6
"GEO",2022,17.3
"GEO",2023,16.4
"GEO",2024,14.5
"GEO",2025,14.5
"GEO",2026,14.5
"GEO",2027,14.5
"GEO",2028,14.5
"GEO",2029,14.5
"DEU",1980,3.4
"DEU",1981,4.8
"DEU",1982,6.7
"DEU",1983,8.1
"DEU",1984,8.1
"DEU",1985,8.1
"DEU",1986,7.8
"DEU",1987,7.8
"DEU",1988,7.7
"DEU",1989,6.8
"DEU",1990,6.2
"DEU",1991,5.5
"DEU",1992,6.6
"DEU",1993,7.8
"DEU",1994,8.4
"DEU",1995,8.2
"DEU",1996,8.9
"DEU",1997,9.7
"DEU",1998,9.4
"DEU",1999,8.6
"DEU",2000,8
"DEU",2001,7.8
"DEU",2002,8.6
"DEU",2003,9.7
"DEU",2004,10.3
"DEU",2005,11
"DEU",2006,10
"DEU",2007,8.5
"DEU",2008,7.4
"DEU",2009,7.2
"DEU",2010,6.6
"DEU",2011,5.5
"DEU",2012,5.1
"DEU",2013,5
"DEU",2014,4.7
"DEU",2015,4.4
"DEU",2016,3.9
"DEU",2017,3.6
"DEU",2018,3.2
"DEU",2019,3
"DEU",2020,3.6
"DEU",2021,3.6
"DEU",2022,3.1
"DEU",2023,3
"DEU",2024,3.4
"DEU",2025,3.2
"DEU",2026,3.1
"DEU",2027,3
"DEU",2028,3
"DEU",2029,3
"GRC",1980,2.7
"GRC",1981,4
"GRC",1982,5.8
"GRC",1983,7.9
"GRC",1984,8.1
"GRC",1985,7.8
"GRC",1986,7.4
"GRC",1987,7.4
"GRC",1988,7.7
"GRC",1989,7.5
"GRC",1990,7
"GRC",1991,7.7
"GRC",1992,8.7
"GRC",1993,9.7
"GRC",1994,9.6
"GRC",1995,10
"GRC",1996,10.3
"GRC",1997,10.3
"GRC",1998,11.2
"GRC",1999,12.1
"GRC",2000,11.4
"GRC",2001,10.8
"GRC",2002,10.4
"GRC",2003,9.8
"GRC",2004,10.6
"GRC",2005,10
"GRC",2006,9
"GRC",2007,8.4
"GRC",2008,7.8
"GRC",2009,9.6
"GRC",2010,12.7
"GRC",2011,17.9
"GRC",2012,24.4
"GRC",2013,27.5
"GRC",2014,26.5
"GRC",2015,24.9
"GRC",2016,23.6
"GRC",2017,21.5
"GRC",2018,19.3
"GRC",2019,17.3
"GRC",2020,16.3
"GRC",2021,14.8
"GRC",2022,12.4
"GRC",2023,11.1
"GRC",2024,10.5
"GRC",2025,10.1
"GRC",2026,9.5
"GRC",2027,9
"GRC",2028,8.5
"GRC",2029,8
"HND",1980,6.9
"HND",1981,7
"HND",1982,6.7
"HND",1983,6.5
"HND",1984,6.3
"HND",1985,6.8
"HND",1986,6.7
"HND",1987,7.1
"HND",1988,6.9
"HND",1989,6.7
"HND",1990,4.3
"HND",1991,4.6
"HND",1992,3.1
"HND",1993,3.2
"HND",1994,3.2
"HND",1995,3.2
"HND",1996,4.4
"HND",1997,3.3
"HND",1998,4
"HND",1999,3.8
"HND",2000,3.9
"HND",2001,4
"HND",2002,4
"HND",2003,5.3
"HND",2004,6
"HND",2005,4.9
"HND",2006,3.6
"HND",2007,3.2
"HND",2008,3.2
"HND",2009,3.3
"HND",2010,4.1
"HND",2011,4.5
"HND",2012,3.8
"HND",2013,4.1
"HND",2014,5.5
"HND",2015,6.1
"HND",2016,6.7
"HND",2017,5.5
"HND",2018,5.6
"HND",2019,5.4
"HND",2020,10.9
"HND",2021,8.6
"HND",2022,8.9
"HND",2023,8.1
"HND",2024,8
"HND",2025,8
"HND",2026,8
"HND",2027,8
"HND",2028,8
"HND",2029,8
"HKG",1980,3.8
"HKG",1981,3.9
"HKG",1982,3.5
"HKG",1983,4.3
"HKG",1984,3.9
"HKG",1985,3.2
"HKG",1986,2.8
"HKG",1987,1.7
"HKG",1988,1.4
"HKG",1989,1.1
"HKG",1990,1.3
"HKG",1991,1.8
"HKG",1992,2
"HKG",1993,2
"HKG",1994,1.9
"HKG",1995,3.2
"HKG",1996,2.8
"HKG",1997,2.2
"HKG",1998,4.7
"HKG",1999,6.3
"HKG",2000,4.9
"HKG",2001,5.1
"HKG",2002,7.3
"HKG",2003,7.9
"HKG",2004,6.8
"HKG",2005,5.6
"HKG",2006,4.8
"HKG",2007,4
"HKG",2008,3.5
"HKG",2009,5.3
"HKG",2010,4.3
"HKG",2011,3.4
"HKG",2012,3.3
"HKG",2013,3.4
"HKG",2014,3.3
"HKG",2015,3.3
"HKG",2016,3.4
"HKG",2017,3.1
"HKG",2018,2.8
"HKG",2019,2.9
"HKG",2020,5.8
"HKG",2021,5.2
"HKG",2022,4.3
"HKG",2023,2.9
"HKG",2024,2.8
"HKG",2025,2.7
"HKG",2026,2.7
"HKG",2027,2.7
"HKG",2028,2.7
"HKG",2029,2.7
"HUN",1980,0.6
"HUN",1981,0.2
"HUN",1982,0.2
"HUN",1983,0.2
"HUN",1984,0.1
"HUN",1985,0
"HUN",1986,0.2
"HUN",1987,0.3
"HUN",1988,0.5
"HUN",1989,0.5
"HUN",1990,2.1
"HUN",1991,8.4
"HUN",1992,9.3
"HUN",1993,11.3
"HUN",1994,10.1
"HUN",1995,10.2
"HUN",1996,9.9
"HUN",1997,8.7
"HUN",1998,7.8
